id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,issue_d
188978561557,null,5000.0,5000,5000.0,36 months,7.35%,155.19,A,A4,Manufacturing Superviros,5 years,MORTGAGE,60000.0,Not Verified,Current,n,null,null,car,Car financing,481xx,MI,15.76,0.0,Oct-2004,1,72,null,12,0,3697,13.2%,25.0,w,4875.43,4875.43,152.14,152.14,124.57,27.57,0.0,0.0,0.0,Aug-2017,157.24,Sep-2017,Aug-2017,0,72,1,INDIVIDUAL,null,null,null,0,0,113100,1,6,0,0,26,26572,69,2,2,3320,46,28000,1,0,1,3,9425,20303,15.4,0.0,0,152.0,129,5,5,1,5,null,5,null,2,2,2,4,6,15,5,9,2,12,0,0,0,2,84.0,25.0,0,0,150774,30269,24000,38274,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561558,null,4200.0,4200,4200.0,36 months,10.91%,137.33,B,B4,STORE MANAGER,8 years,MORTGAGE,35000.0,Not Verified,Current,n,null,null,other,Other,606xx,IL,31.28,0.0,Sep-2004,0,37,16,23,2,9594,66.2%,33.0,w,4100.85,4100.85,130.97,130.97,99.15,31.82,0.0,0.0,0.0,Aug-2017,137.33,Sep-2017,Aug-2017,0,37,1,INDIVIDUAL,null,null,null,0,154,167462,0,13,0,2,18,157868,119,0,2,1233,112,14500,11,0,0,4,7974,1287,70.1,0.0,0,153.0,127,20,18,0,23,null,14,null,0,3,5,3,3,21,10,12,5,23,0,0,0,0,65.4,33.3,0,2,151300,167462,4300,136800,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561559,null,7500.0,7500,7500.0,36 months,7.35%,232.79,A,A4,Associate Director,7 years,MORTGAGE,110000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,750xx,TX,13.12,0.0,Mar-2013,2,null,null,19,0,23348,27.2%,27.0,w,7313.15,7313.15,225.13,225.13,186.85,38.28,0.0,0.0,0.0,Aug-2017,232.79,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,276461,1,4,1,5,7,22607,70,1,6,5965,39,85700,6,8,6,13,14551,60352,27.9,0.0,0,48.0,51,3,3,4,3,null,1,null,0,11,11,12,13,8,14,15,11,19,0,0,0,3,100.0,8.3,0,0,350617,45955,83700,32239,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561560,null,3600.0,3600,3600.0,36 months,7.35%,111.74,A,A4,Accountant,1 year,MORTGAGE,45000.0,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,658xx,MO,9.55,0.0,Oct-1992,0,null,null,12,0,12060,11.7%,30.0,w,3510.31,3510.31,108.06,108.06,89.69,18.37,0.0,0.0,0.0,Aug-2017,111.74,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,115079,0,1,0,1,16,2875,58,0,2,3486,14,102900,0,1,0,3,9590,81840,11.9,0.0,0,113.0,296,18,16,7,23,null,18,null,0,5,6,7,12,5,9,17,6,12,0,0,0,0,100.0,0.0,0,0,223900,14935,92900,5000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561561,null,7000.0,7000,7000.0,36 months,7.35%,217.27,A,A4,Managing Director,7 years,OWN,122000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,300xx,GA,19.22,0.0,Nov-2004,1,54,null,8,0,20055,79%,12.0,w,6650.14,6650.14,413.1,413.1,349.86,63.24,0.0,0.0,0.0,Aug-2017,217.27,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,330539,0,2,0,1,15,24316,46,0,0,10336,57,25400,0,0,1,1,41317,1845,91.6,0.0,0,47.0,151,63,15,1,63,54,3,54,0,3,3,3,5,2,5,9,3,8,0,0,0,0,91.7,100.0,0,0,402189,44371,21900,53148,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561562,null,6000.0,6000,6000.0,36 months,10.42%,194.79,B,B3,Office Clerk,7 years,MORTGAGE,37107.19,Source Verified,Current,n,null,null,medical,Medical expenses,773xx,TX,30.63,0.0,Mar-1992,0,70,71,10,1,9332,59.1%,28.0,w,5857.31,5857.31,186.11,186.11,142.69,43.42,0.0,0.0,0.0,Aug-2017,194.79,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,275,107517,0,1,0,1,19,19983,null,1,1,3990,59,15800,0,0,0,2,11946,1845,82.4,0.0,0,86.0,303,9,9,4,39,null,null,null,0,3,4,3,8,6,8,18,4,9,0,0,0,1,95.0,66.7,1,0,150967,29315,10500,39869,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561563,null,12000.0,12000,12000.0,60 months,15.05%,285.8,C,C4,PROGRAM DIRECTOR,6 years,RENT,69800.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,953xx,CA,31.43,0.0,Feb-2006,1,null,null,10,0,15227,79.7%,12.0,w,11727.70,11727.7,481.31,481.31,272.3,209.01,0.0,0.0,0.0,Aug-2017,285.8,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,51126,1,3,0,1,16,35899,54,1,2,4107,60,19100,1,0,4,3,5113,464,95.7,0.0,0,74.0,136,6,6,0,19,null,5,null,0,4,7,4,4,5,7,7,7,10,0,0,0,1,100.0,100.0,0,0,85769,51126,10700,66669,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561564,null,12000.0,12000,12000.0,36 months,9.44%,384.06,B,B1,Teacher,10+ years,MORTGAGE,70000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,184xx,PA,18.34,0.0,Aug-1997,0,35,83,14,1,15025,58.2%,30.0,w,11710.34,11710.34,368.33,368.33,289.66,78.67,0.0,0.0,0.0,Aug-2017,384.06,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,211227,0,1,0,0,41,12438,40,2,3,5227,49,25800,0,0,2,4,15088,0,102.3,0.0,0,160.0,238,10,10,6,29,null,11,null,0,2,8,2,6,7,11,17,8,14,0,0,0,2,96.7,100.0,1,0,267482,27463,9200,30780,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561565,null,6025.0,6025,6025.0,36 months,15.05%,209.01,C,C4,Front Office,7 years,MORTGAGE,46350.0,Not Verified,Current,n,null,null,home_improvement,Home improvement,018xx,MA,8.88,0.0,Jun-2002,0,null,null,11,0,12425,44.9%,27.0,w,5891.55,5891.55,196.42,196.42,133.45,62.97,0.0,0.0,0.0,Aug-2017,209.01,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,121311,1,0,1,2,10,0,null,1,2,1950,45,27700,1,5,3,6,11028,11017,37.4,0.0,0,86.0,180,8,2,2,8,null,8,null,0,6,9,6,16,4,9,21,9,11,0,0,0,4,100.0,0.0,0,0,137700,12425,17600,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561566,null,13000.0,13000,13000.0,36 months,11.99%,431.73,B,B5,Paramedic,10+ years,MORTGAGE,85000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,560xx,MN,6.79,1.0,Feb-2002,0,16,null,5,0,6866,88%,24.0,w,12698.16,12698.16,410.08,410.08,301.84,108.24,0.0,0.0,0.0,Aug-2017,431.73,Sep-2017,Aug-2017,0,16,1,INDIVIDUAL,null,null,null,0,0,15332,0,1,0,0,127,8466,72,0,1,2996,78,7800,0,0,0,1,3066,934,88.0,0.0,0,160.0,184,15,15,1,15,26,null,16,9,4,4,4,9,9,4,14,4,5,0,0,1,0,41.7,100.0,0,0,19602,15332,7800,11802,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561567,null,9600.0,9600,9600.0,36 months,7.21%,297.35,A,A3,Sr. Accountant,2 years,MORTGAGE,72000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,751xx,TX,18.32,0.0,Oct-2000,1,31,null,12,0,3485,12.8%,32.0,w,9360.33,9360.33,287.74,287.74,239.67,48.07,0.0,0.0,0.0,Aug-2017,297.35,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,205,207908,4,3,2,4,2,110057,96,3,7,1823,64,27300,6,2,2,12,17326,10213,15.6,0.0,0,172.0,200,3,2,5,3,null,5,null,0,2,4,4,6,16,8,11,4,12,0,0,0,5,87.5,0.0,0,0,238051,113542,12100,108401,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561568,null,20000.0,20000,20000.0,36 months,9.93%,644.69,B,B2,RN,< 1 year,MORTGAGE,120000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,945xx,CA,26.73,0.0,Dec-2004,1,59,null,13,0,19001,67.4%,38.0,w,19520.81,19520.81,617.11,617.11,479.19,137.92,0.0,0.0,0.0,Aug-2017,644.69,Sep-2017,Jun-2017,0,59,1,JOINT,370000,11.21,Source Verified,0,0,570752,0,2,0,2,17,78556,55,1,3,4939,61,28200,2,3,1,6,47563,8843,65.9,0.0,0,131.0,150,11,11,4,11,59,5,59,3,6,8,7,13,14,10,19,8,13,0,0,0,1,86.8,57.1,0,0,624060,97557,25900,108360,36268,Jun-2003,0,3,11,92.7,6,17,0,0,10,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561569,null,20000.0,20000,20000.0,36 months,12.62%,670.23,C,C1,Area facilities operations specialist,10+ years,MORTGAGE,76000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,483xx,MI,26.67,0.0,Nov-2006,1,77,72,20,1,16561,46.4%,36.0,w,19540.10,19540.1,635.17,635.17,459.9,175.27,0.0,0.0,0.0,Aug-2017,670.23,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,240521,3,4,0,2,22,94709,118,2,5,2841,87,35700,2,2,3,8,12026,14233,51.4,0.0,0,127.0,125,1,1,1,1,null,1,null,0,11,13,12,14,15,15,20,13,20,0,0,0,3,97.1,8.3,0,0,268881,111270,29300,103572,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561570,null,6000.0,6000,6000.0,36 months,16.02%,211.01,C,C5,Lead,9 years,MORTGAGE,40000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,601xx,IL,20.31,0.0,Mar-1994,1,66,28,9,1,6798,69.4%,29.0,w,5869.09,5869.09,197.66,197.66,130.91,66.75,0.0,0.0,0.0,Aug-2017,211.01,Sep-2017,Aug-2017,0,66,1,INDIVIDUAL,null,null,null,0,83,15933,3,1,1,2,6,9135,91,6,8,2843,81,9800,3,0,5,10,1770,712,80.2,0.0,0,166.0,279,1,1,2,13,null,6,66,1,2,6,2,9,4,8,23,6,9,0,0,0,7,95.7,50.0,1,0,19800,15933,3600,10000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561571,null,6000.0,6000,6000.0,36 months,19.03%,220.03,D,D3,Superintendent,10+ years,MORTGAGE,93000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,208xx,MD,27.15,0.0,May-2004,1,43,null,16,0,21273,50.3%,35.0,w,5875.12,5875.12,204.17,204.17,124.88,79.29,0.0,0.0,0.0,Aug-2017,220.03,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,428453,4,3,3,6,6,51670,83,3,7,4981,70,42300,1,0,4,13,26778,10698,61.9,0.0,0,119.0,157,1,1,4,1,null,3,null,1,9,12,9,14,12,12,19,12,16,0,0,0,6,94.1,33.3,0,0,667889,72943,28100,62336,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561572,null,7000.0,7000,7000.0,36 months,9.93%,225.65,B,B2,OTR Driver,5 years,OWN,95000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,273xx,NC,25.96,0.0,Sep-1991,2,43,null,24,0,22566,29.7%,34.0,w,6832.27,6832.27,216.0,216.0,167.73,48.27,0.0,0.0,0.0,Aug-2017,225.65,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,54140,4,7,3,6,2,31574,70,3,5,4441,45,76000,2,0,4,11,2256,36219,27.9,0.0,0,84.0,309,3,2,0,3,null,2,null,0,6,9,11,12,15,17,19,9,24,0,0,0,6,94.1,9.1,0,0,120840,54140,50200,44840,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561573,null,5500.0,5500,5500.0,36 months,9.44%,176.03,B,B1,COUNSELOR,1 year,RENT,35000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,170xx,PA,20.88,0.0,Jan-2005,0,34,null,13,0,5329,26.6%,33.0,w,4147.24,4147.24,1388.82,1388.82,1352.76,36.06,0.0,0.0,0.0,Aug-2017,1396.03,Sep-2017,Aug-2017,0,50,1,INDIVIDUAL,null,null,null,0,0,101879,2,2,0,2,13,96550,82,2,4,3046,52,20000,2,2,0,6,8490,1554,66.2,0.0,0,141.0,149,2,2,0,126,34,14,34,1,1,6,2,5,17,11,15,6,13,0,0,0,2,87.9,50.0,0,0,119596,101879,4600,99596,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561574,null,20000.0,20000,20000.0,60 months,11.99%,444.79,B,B5,ATTORNEY,10+ years,RENT,98000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,554xx,MN,11.89,0.0,Aug-2005,0,null,null,9,0,20111,78%,10.0,w,19755.04,19755.04,411.48,411.48,244.96,166.52,0.0,0.0,0.0,Aug-2017,444.79,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,32316,0,1,0,1,13,12054,80,0,5,5962,78,25800,0,0,0,7,3590,3686,78.0,0.0,0,13.0,142,15,13,0,15,null,13,null,0,7,7,8,8,1,7,8,7,9,null,0,0,0,100.0,85.7,0,0,42801,32316,25800,15000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561575,null,6400.0,6400,6400.0,36 months,15.05%,222.02,C,C4,patient transport,5 years,OWN,65000.0,Source Verified,Current,n,null,null,home_improvement,Home improvement,103xx,NY,21.23,0.0,Apr-2007,0,null,63,8,2,16509,92.2%,10.0,w,6258.25,6258.25,208.64,208.64,141.75,66.89,0.0,0.0,0.0,Aug-2017,222.02,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,44838,1,3,1,2,4,28329,78,3,4,11007,83,17900,1,0,2,6,5605,745,95.2,0.0,0,113.0,122,7,4,0,7,null,7,null,0,3,5,3,3,5,5,5,5,8,0,0,0,4,100.0,100.0,0,2,54155,44838,15400,36255,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561576,null,10000.0,10000,10000.0,60 months,9.93%,212.13,B,B2,Junior Kindergarten Grade Head,10+ years,RENT,80000.0,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,606xx,IL,6.14,0.0,Mar-2001,0,null,null,6,0,9980,77.4%,14.0,w,9870.62,9870.62,198.34,198.34,129.38,68.96,0.0,0.0,0.0,Aug-2017,212.13,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,13121,0,1,0,0,66,3141,24,0,0,4515,51,12900,0,0,0,0,2187,895,89.1,0.0,0,140.0,195,61,61,0,61,null,null,null,0,4,5,4,5,5,5,7,5,6,0,0,0,0,100.0,75.0,0,0,25829,13121,8200,12929,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561577,null,20000.0,20000,20000.0,36 months,24.85%,793.62,E,E3,Loss Prevention,10+ years,MORTGAGE,73000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,076xx,NJ,28.79,0.0,Aug-1999,0,null,null,21,0,24065,44.7%,30.0,w,19620.55,19620.55,724.59,724.59,379.45,345.14,0.0,0.0,0.0,Aug-2017,793.62,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,184,41734,0,2,1,3,9,17669,73,2,4,3740,53,53800,1,0,2,7,1987,21715,50.2,0.0,0,133.0,214,9,9,0,11,null,9,null,0,14,17,15,19,4,19,26,17,21,0,0,0,3,100.0,13.3,0,0,78142,41734,43600,24342,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561578,null,3500.0,3500,3500.0,36 months,10.91%,114.44,B,B4,Grocery,2 years,RENT,25000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,905xx,CA,16.81,0.0,Oct-2005,0,null,null,10,0,3482,31.1%,11.0,w,3417.38,3417.38,109.14,109.14,82.62,26.52,0.0,0.0,0.0,Aug-2017,114.44,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,28940,0,4,1,1,9,25458,83,2,2,1897,69,11200,0,0,1,3,2894,3466,44.1,0.0,0,72.0,140,8,8,0,12,null,11,null,0,3,6,3,4,4,6,7,6,10,0,0,0,3,100.0,33.3,0,0,41843,28940,6200,30643,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561579,null,36000.0,36000,36000.0,36 months,5.32%,1084.14,A,A1,Physcian,4 years,MORTGAGE,300000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,383xx,TN,15.54,0.0,Jul-1984,1,null,null,19,0,57255,28.7%,36.0,w,35075.46,35075.46,1057.54,1057.54,924.54,133.0,0.0,0.0,0.0,Aug-2017,1084.14,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,189103,1,3,1,1,2,131848,34,0,1,13337,30,199200,0,0,1,2,9953,110197,33.6,0.0,0,170.0,395,23,2,2,49,null,3,null,0,8,11,9,10,11,16,23,11,19,0,0,0,1,100.0,0.0,0,0,367403,189103,165900,168203,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561580,null,28000.0,28000,28000.0,60 months,15.05%,666.86,C,C4,null,n/a,MORTGAGE,96000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,014xx,MA,17.73,0.0,Sep-1997,0,null,null,12,0,141288,44.4%,24.0,w,27684.31,27684.31,608.33,608.33,315.69,292.64,0.0,0.0,0.0,Aug-2017,666.86,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,142178,0,1,0,0,30,890,19,4,4,18639,43,204900,0,5,2,5,12925,54646,46.0,0.0,0,30.0,237,8,8,3,8,null,9,null,0,5,6,7,12,1,11,20,6,12,0,0,0,5,100.0,16.7,0,0,209479,142178,101200,4579,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561581,null,5600.0,5600,5600.0,36 months,10.91%,183.1,B,B4,cook,8 years,RENT,52000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,891xx,NV,18.02,0.0,Sep-2009,0,null,null,4,0,128,3.6%,12.0,w,5467.81,5467.81,174.61,174.61,132.19,42.42,0.0,0.0,0.0,Aug-2017,183.1,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,2925,35745,1,2,1,1,6,35617,39,0,1,128,18,3600,7,0,10,2,8936,172,42.7,0.0,0,93.0,93,15,6,0,15,null,1,null,0,1,1,1,4,4,2,8,1,4,0,0,0,1,100.0,0.0,0,0,41242,35745,300,37642,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561582,null,9600.0,9600,9600.0,36 months,11.99%,318.82,B,B5,Distribution Specialist,2 years,MORTGAGE,60000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,952xx,CA,13.58,0.0,Jul-1997,0,43,null,8,0,12228,69.5%,24.0,w,9177.09,9177.09,499.64,499.64,422.91,76.73,0.0,0.0,0.0,Aug-2017,515.63,Sep-2017,Aug-2017,0,43,1,INDIVIDUAL,null,null,null,0,0,95380,0,0,0,0,33,10458,64,0,0,7925,67,17600,0,1,1,2,13626,1341,89.7,0.0,0,128.0,239,33,7,4,33,null,8,null,1,3,4,3,3,6,6,14,4,8,0,0,0,1,95.7,66.7,0,0,106985,22686,13000,16312,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561583,null,1500.0,1500,1500.0,36 months,13.59%,50.97,C,C2,GA,4 years,RENT,30000.0,Source Verified,Current,n,null,null,medical,Medical expenses,460xx,IN,29.4,0.0,Mar-2007,0,76,75,3,4,6499,94.2%,5.0,w,1466.02,1466.02,48.14,48.14,33.98,14.16,0.0,0.0,0.0,Aug-2017,50.97,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,35590,0,1,1,1,10,29091,91,0,1,4237,92,6900,1,1,7,2,11863,401,94.2,0.0,0,123.0,120,18,10,0,18,null,10,null,0,2,2,2,2,2,2,3,2,3,0,0,0,1,80.0,100.0,4,0,38836,35590,6900,31936,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561584,null,8000.0,8000,8000.0,36 months,16.02%,281.34,C,C5,Managing Partner,2 years,MORTGAGE,60000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,597xx,MT,3.54,0.0,Jul-2013,0,26,null,5,0,295,1.5%,6.0,w,7219.50,7219.5,866.28,866.28,780.5,85.78,0.0,0.0,0.0,Aug-2017,281.34,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,149,5326,1,0,0,0,null,0,null,0,0,264,20,20300,0,0,1,1,1065,11205,2.6,0.0,0,null,47,30,4,0,43,null,11,26,0,2,2,2,2,0,4,5,2,5,0,0,0,1,83.3,0.0,0,0,26288,5326,11500,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561585,null,15000.0,15000,15000.0,36 months,11.99%,498.15,B,B5,Senior Accountant,3 years,OWN,63000.0,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,917xx,CA,16.59,0.0,Apr-2008,0,null,null,9,0,12271,56.5%,17.0,w,14651.72,14651.72,478.17,478.17,348.28,129.89,0.0,0.0,0.0,Aug-2017,503.15,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,254,317719,0,1,0,0,25,21883,68,0,1,3628,65,19300,1,0,1,2,35302,934,88.3,0.0,0,109.0,110,24,9,5,65,null,9,null,0,4,7,4,5,3,7,9,7,9,0,0,0,1,100.0,100.0,0,0,337293,34154,8800,32002,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561586,null,15000.0,15000,15000.0,36 months,7.07%,463.64,A,A2,Director of Nursing,10+ years,RENT,87000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,681xx,NE,18.66,0.0,Dec-2004,0,null,null,16,0,18853,63.1%,38.0,w,14624.73,14624.73,448.91,448.91,375.27,73.64,0.0,0.0,0.0,Aug-2017,463.64,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,64971,0,8,1,2,12,46118,64,0,0,9079,64,29900,1,6,6,2,4061,4238,77.9,0.0,0,150.0,136,41,12,2,46,null,0,null,0,3,6,4,8,23,8,13,6,16,0,0,0,1,100.0,50.0,0,0,101666,64971,19200,71766,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561587,null,8000.0,8000,8000.0,36 months,14.08%,273.74,C,C3,null,n/a,OWN,68000.0,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,790xx,TX,6.35,0.0,Apr-1994,3,null,109,8,1,8052,59.2%,9.0,w,7820.13,7820.13,258.1,258.1,179.87,78.23,0.0,0.0,0.0,Aug-2017,273.74,Sep-2017,Jun-2017,0,null,1,JOINT,136000,3.18,Not Verified,0,0,8690,1,1,0,0,47,638,28,2,3,3321,55,13600,1,0,4,3,1086,915,88.8,0.0,0,47.0,278,1,1,0,22,null,0,null,0,4,6,4,4,1,7,8,6,8,0,0,0,2,100.0,100.0,1,0,15921,8690,8200,2321,8690,Apr-1994,1,2,1,0.0,0,2,0,0,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
